,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Columbus Day,Columbus Day_lower,Columbus Day_upper,Independence Day,Independence Day_lower,Independence Day_upper,Independence Day (Observed),Independence Day (Observed)_lower,Independence Day (Observed)_upper,Labor Day,Labor Day_lower,Labor Day_upper,"Martin Luther King, Jr. Day","Martin Luther King, Jr. Day_lower","Martin Luther King, Jr. Day_upper",Memorial Day,Memorial Day_lower,Memorial Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,Thanksgiving,Thanksgiving_lower,Thanksgiving_upper,Veterans Day,Veterans Day_lower,Veterans Day_upper,Veterans Day (Observed),Veterans Day (Observed)_lower,Veterans Day (Observed)_upper,Washington's Birthday,Washington's Birthday_lower,Washington's Birthday_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
558,2019-07-13,455.413293085103,354.9139174351986,577.4758189004402,455.4132930851031,455.4132930851031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.399231792718961,12.399231792718961,12.399231792718961,0.0,0.0,0.0,-87.94094704273604,-87.94094704273604,-87.94094704273604,100.340178835455,100.340178835455,100.340178835455,0.0,0.0,0.0,467.812524877822
559,2019-07-14,455.5327784834977,345.07618063118434,575.5545546714515,455.5327784834976,455.5327784834976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.468078540292116,4.468078540292116,4.468078540292116,0.0,0.0,0.0,-96.86858840512852,-96.86858840512852,-96.86858840512852,101.33666694542063,101.33666694542063,101.33666694542063,0.0,0.0,0.0,460.0008570237898
560,2019-07-15,455.65226388189234,541.5168907630691,776.3866675400477,455.6522638818923,455.6522638818923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.8925738581859,202.8925738581859,202.8925738581859,0.0,0.0,0.0,99.97155181606246,99.97155181606246,99.97155181606246,102.92102204212347,102.92102204212347,102.92102204212347,0.0,0.0,0.0,658.5448377400783
561,2019-07-16,455.77174928028694,521.6123558470447,753.8357148731819,455.77174928028694,455.77174928028694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.81534848599077,177.81534848599077,177.81534848599077,0.0,0.0,0.0,72.76740485332805,72.76740485332805,72.76740485332805,105.04794363266274,105.04794363266274,105.04794363266274,0.0,0.0,0.0,633.5870977662777
562,2019-07-17,455.89123467868166,487.8733349941838,719.1871274611914,455.89123467868166,455.89123467868166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.33910962176216,144.33910962176216,144.33910962176216,0.0,0.0,0.0,36.67609461349219,36.67609461349219,36.67609461349219,107.66301500826998,107.66301500826998,107.66301500826998,0.0,0.0,0.0,600.2303443004438
563,2019-07-18,456.01072007707626,456.217982694762,678.0940077216751,456.01072007707626,456.01072007707626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.94071450953875,106.94071450953875,106.94071450953875,0.0,0.0,0.0,-3.762680926574889,-3.762680926574889,-3.762680926574889,110.70339543611365,110.70339543611365,110.70339543611365,0.0,0.0,0.0,562.951434586615
564,2019-07-19,456.1302054754709,435.92253530645155,662.7391138636021,456.1302054754709,456.1302054754709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.25590897584433,93.25590897584433,93.25590897584433,0.0,0.0,0.0,-20.842834908333415,-20.842834908333415,-20.842834908333415,114.09874388417775,114.09874388417775,114.09874388417775,0.0,0.0,0.0,549.3861144513153
565,2019-07-20,456.24969087386563,364.6759955336866,592.2665570589659,456.24969087386563,456.24969087386563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.831412837678887,29.831412837678887,29.831412837678887,0.0,0.0,0.0,-87.9409470427435,-87.9409470427435,-87.9409470427435,117.77235988042239,117.77235988042239,117.77235988042239,0.0,0.0,0.0,486.08110371154453
566,2019-07-21,456.36917627226023,367.3902579504159,596.6473309536461,456.36917627226023,456.36917627226023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.77393168955098,24.77393168955098,24.77393168955098,0.0,0.0,0.0,-96.86858840506096,-96.86858840506096,-96.86858840506096,121.64252009461194,121.64252009461194,121.64252009461194,0.0,0.0,0.0,481.1431079618112
567,2019-07-22,456.4886616706549,566.7225166026831,793.8109559622981,456.4886616706549,456.4886616706549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.5955345285409,225.5955345285409,225.5955345285409,0.0,0.0,0.0,99.97155181616709,99.97155181616709,99.97155181616709,125.62398271237382,125.62398271237382,125.62398271237382,0.0,0.0,0.0,682.0841961991957
568,2019-07-23,456.6081470690496,545.4855737963649,775.2310437169274,456.6081470690496,456.6081470690496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.39703071347947,202.39703071347947,202.39703071347947,0.0,0.0,0.0,72.76740485335112,72.76740485335112,72.76740485335112,129.62962586012836,129.62962586012836,129.62962586012836,0.0,0.0,0.0,659.005177782529
569,2019-07-24,456.7276324674442,514.6338308372378,744.3960561337402,456.7276324674442,456.7276324674442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.24827603626596,170.24827603626596,170.24827603626596,0.0,0.0,0.0,36.67609461339047,36.67609461339047,36.67609461339047,133.57218142287553,133.57218142287553,133.57218142287553,0.0,0.0,0.0,626.9759085037101
570,2019-07-25,456.84711786583887,471.16801709933,700.3565594077011,456.84711786583887,456.84711786583887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.60334081591967,133.60334081591967,133.60334081591967,0.0,0.0,0.0,-3.7626809267372447,-3.7626809267372447,-3.7626809267372447,137.3660217426569,137.3660217426569,137.3660217426569,0.0,0.0,0.0,590.4504586817585
571,2019-07-26,456.96660326423347,458.1776464405139,685.2173345491095,456.96660326423347,456.96660326423347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.08611911353537,120.08611911353537,120.08611911353537,0.0,0.0,0.0,-20.842834908429992,-20.842834908429992,-20.842834908429992,140.92895402196535,140.92895402196535,140.92895402196535,0.0,0.0,0.0,577.0527223777689
572,2019-07-27,457.0860886626282,409.34767600021337,628.1804010231025,457.0860886626282,457.0860886626282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.24302884275979,56.24302884275979,56.24302884275979,0.0,0.0,0.0,-87.94094704275095,-87.94094704275095,-87.94094704275095,144.18397588551073,144.18397588551073,144.18397588551073,0.0,0.0,0.0,513.329117505388
573,2019-07-28,457.2055740610228,397.83515813500793,622.1662668077522,457.2055740610228,457.2055740610228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.192357123071396,50.192357123071396,50.192357123071396,0.0,0.0,0.0,-96.86858840499342,-96.86858840499342,-96.86858840499342,147.06094552806482,147.06094552806482,147.06094552806482,0.0,0.0,0.0,507.3979311840942
574,2019-07-29,457.32505945941745,597.8188735965048,822.967346618179,457.32505945941745,457.32505945941745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.4696730346871,249.4696730346871,249.4696730346871,0.0,0.0,0.0,99.97155181600418,99.97155181600418,99.97155181600418,149.4981212186829,149.4981212186829,149.4981212186829,0.0,0.0,0.0,706.7947324941046
575,2019-07-30,457.44454485781216,562.8114478427203,793.0441701782042,457.44454485781216,457.44454485781216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.21093246747887,224.21093246747887,224.21093246747887,0.0,0.0,0.0,72.76740485332256,72.76740485332256,72.76740485332256,151.4435276141563,151.4435276141563,151.4435276141563,0.0,0.0,0.0,681.655477325291
576,2019-07-31,457.56403025620676,536.4881913676745,764.1845397655542,457.56403025620676,457.56403025620676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.5322049086533,189.5322049086533,189.5322049086533,0.0,0.0,0.0,36.67609461345899,36.67609461345899,36.67609461345899,152.85611029519433,152.85611029519433,152.85611029519433,0.0,0.0,0.0,647.0962351648601
577,2019-08-01,457.6835156546014,493.54979350175734,720.0330856523713,457.6835156546014,457.6835156546014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.94396414505727,149.94396414505727,149.94396414505727,0.0,0.0,0.0,-3.7626809266850123,-3.7626809266850123,-3.7626809266850123,153.7066450717423,153.7066450717423,153.7066450717423,0.0,0.0,0.0,607.6274797996587
578,2019-08-02,457.8030010529961,479.66497729790257,705.36186826286,457.8030010529961,457.8030010529961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.13553986219222,133.13553986219222,133.13553986219222,0.0,0.0,0.0,-20.842834908526566,-20.842834908526566,-20.842834908526566,153.97837477071874,153.97837477071874,153.97837477071874,0.0,0.0,0.0,590.9385409151882
579,2019-08-03,457.9224864749011,411.4512630240612,632.897240312872,457.9224864749011,457.9224864749011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.72640620476186,65.72640620476186,65.72640620476186,0.0,0.0,0.0,-87.9409470427991,-87.9409470427991,-87.9409470427991,153.66735324756095,153.66735324756095,153.66735324756095,0.0,0.0,0.0,523.6488926796629
580,2019-08-04,458.04197189680616,396.51189573786274,624.4769713903072,458.04197189680616,458.04197189680616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.913895648211984,55.913895648211984,55.913895648211984,0.0,0.0,0.0,-96.86858840517412,-96.86858840517412,-96.86858840517412,152.7824840533861,152.7824840533861,152.7824840533861,0.0,0.0,0.0,513.9558675450181
581,2019-08-05,458.1614573187112,592.0096021085116,822.35312647445,458.1614573187112,458.1614573187112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.31680113993735,251.31680113993735,251.31680113993735,0.0,0.0,0.0,99.97155181607899,99.97155181607899,99.97155181607899,151.34524932385835,151.34524932385835,151.34524932385835,0.0,0.0,0.0,709.4782584586485
582,2019-08-06,458.2809427406162,564.6515710203442,797.8276087713502,458.2809427406162,458.2809427406162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.15653765133277,222.15653765133277,222.15653765133277,0.0,0.0,0.0,72.767404853294,72.767404853294,72.767404853294,149.38913279803876,149.38913279803876,149.38913279803876,0.0,0.0,0.0,680.437480391949
583,2019-08-07,458.4004281625212,523.6999981082897,742.340190494149,458.4004281625212,458.4004281625212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.63484379952095,183.63484379952095,183.63484379952095,0.0,0.0,0.0,36.67609461338208,36.67609461338208,36.67609461338208,146.95874918613885,146.95874918613885,146.95874918613885,0.0,0.0,0.0,642.0352719620422
584,2019-08-08,458.51991358442626,491.3749125456323,709.0021897476896,458.51991358442626,458.51991358442626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.34601921346353,140.34601921346353,140.34601921346353,0.0,0.0,0.0,-3.7626809266577474,-3.7626809266577474,-3.7626809266577474,144.10870014012127,144.10870014012127,144.10870014012127,0.0,0.0,0.0,598.8659327978899
585,2019-08-09,458.6393990063313,469.5497853461647,689.2532563357553,458.6393990063313,458.6393990063313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0593496999217,120.0593496999217,120.0593496999217,0.0,0.0,0.0,-20.842834908283965,-20.842834908283965,-20.842834908283965,140.90218460820566,140.90218460820566,140.90218460820566,0.0,0.0,0.0,578.698748706253
586,2019-08-10,458.75888442823634,401.7886104508191,622.2506066293275,458.75888442823634,458.75888442823634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.468451107802004,49.468451107802004,49.468451107802004,0.0,0.0,0.0,-87.94094704264252,-87.94094704264252,-87.94094704264252,137.40939815044453,137.40939815044453,137.40939815044453,0.0,0.0,0.0,508.22733553603837
587,2019-08-11,458.8783698501414,383.8456939082425,614.5272406828582,458.8783698501414,458.8783698501414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.83717325457106,36.83717325457106,36.83717325457106,0.0,0.0,0.0,-96.86858840525551,-96.86858840525551,-96.86858840525551,133.70576165982658,133.70576165982658,133.70576165982658,0.0,0.0,0.0,495.7155431047124
588,2019-08-12,458.9978552720464,575.3940452289423,807.6816237167436,458.9978552720464,458.9978552720464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.84157651276175,229.84157651276175,229.84157651276175,0.0,0.0,0.0,99.97155181618363,99.97155181618363,99.97155181618363,129.87002469657807,129.87002469657807,129.87002469657807,0.0,0.0,0.0,688.8394317848082
589,2019-08-13,459.1173406939514,548.5984123136147,774.1474323067112,459.1173406939514,459.1173406939514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.74969701638804,198.74969701638804,198.74969701638804,0.0,0.0,0.0,72.7674048532654,72.7674048532654,72.7674048532654,125.98229216312265,125.98229216312265,125.98229216312265,0.0,0.0,0.0,657.8670377103394
590,2019-08-14,459.2368261158565,506.31147927806734,730.2087251363374,459.2368261158565,459.2368261158565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.79811982972697,158.79811982972697,158.79811982972697,0.0,0.0,0.0,36.67609461342579,36.67609461342579,36.67609461342579,122.12202521630115,122.12202521630115,122.12202521630115,0.0,0.0,0.0,618.0349459455834
591,2019-08-15,459.3563115377615,465.93643639702645,690.9009224781232,459.3563115377615,459.3563115377615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.60338714117437,114.60338714117437,114.60338714117437,0.0,0.0,0.0,-3.762680926605516,-3.762680926605516,-3.762680926605516,118.36606806777989,118.36606806777989,118.36606806777989,0.0,0.0,0.0,573.9596986789359
592,2019-08-16,459.4757969596665,441.37793797765477,676.1662222086023,459.4757969596665,459.4757969596665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.9439167289717,93.9439167289717,93.9439167289717,0.0,0.0,0.0,-20.842834908576812,-20.842834908576812,-20.842834908576812,114.7867516375485,114.7867516375485,114.7867516375485,0.0,0.0,0.0,553.4197136886382
593,2019-08-17,459.59528238157156,363.4254099661026,593.0431787831558,459.59528238157156,459.59528238157156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.509175874702034,23.509175874702034,23.509175874702034,0.0,0.0,0.0,-87.940947042814,-87.940947042814,-87.940947042814,111.45012291751604,111.45012291751604,111.45012291751604,0.0,0.0,0.0,483.1044582562736
594,2019-08-18,459.7147678034766,357.91267208277844,579.917727184844,459.7147678034766,459.7147678034766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.545757025163615,11.545757025163615,11.545757025163615,0.0,0.0,0.0,-96.86858840518799,-96.86858840518799,-96.86858840518799,108.4143454303516,108.4143454303516,108.4143454303516,0.0,0.0,0.0,471.2605248286402
595,2019-08-19,459.83425322538164,553.9948777039582,775.306425032063,459.83425322538164,459.83425322538164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.6998632502873,205.6998632502873,205.6998632502873,0.0,0.0,0.0,99.97155181602072,99.97155181602072,99.97155181602072,105.72831143426657,105.72831143426657,105.72831143426657,0.0,0.0,0.0,665.534116475669
596,2019-08-20,459.9537386472866,526.4385442587554,746.6955094988443,459.9537386472866,459.9537386472866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.1979055138486,176.1979055138486,176.1979055138486,0.0,0.0,0.0,72.76740485328848,72.76740485328848,72.76740485328848,103.43050066056011,103.43050066056011,103.43050066056011,0.0,0.0,0.0,636.1516441611352
597,2019-08-21,460.07322406919167,486.4464867141987,716.0201608633088,460.07322406919167,460.07322406919167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.22420816312842,138.22420816312842,138.22420816312842,0.0,0.0,0.0,36.67609461334889,36.67609461334889,36.67609461334889,101.54811354977954,101.54811354977954,101.54811354977954,0.0,0.0,0.0,598.29743223232
598,2019-08-22,460.1927094910967,448.2119661181132,667.7918344744237,460.1927094910967,460.1927094910967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.33381844109378,96.33381844109378,96.33381844109378,0.0,0.0,0.0,-3.7626809267429047,-3.7626809267429047,-3.7626809267429047,100.09649936783669,100.09649936783669,100.09649936783669,0.0,0.0,0.0,556.5265279321904
599,2019-08-23,460.31219491300175,431.0229257242456,652.8981470682016,460.31219491300175,460.31219491300175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.2360565490138,78.2360565490138,78.2360565490138,0.0,0.0,0.0,-20.842834908477123,-20.842834908477123,-20.842834908477123,99.07889145749091,99.07889145749091,99.07889145749091,0.0,0.0,0.0,538.5482514620155
600,2019-08-24,460.4316803349068,365.4650274986589,585.9253568428217,460.4316803349068,460.4316803349068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.54550640202971,10.54550640202971,10.54550640202971,0.0,0.0,0.0,-87.94094704282146,-87.94094704282146,-87.94094704282146,98.48645344485118,98.48645344485118,98.48645344485118,0.0,0.0,0.0,470.9771867369365
601,2019-08-25,460.5511657568118,348.224609979786,571.9000519400674,460.5511657568118,460.5511657568118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.430043315670701,1.430043315670701,1.430043315670701,0.0,0.0,0.0,-96.8685884053687,-96.8685884053687,-96.8685884053687,98.2986317210394,98.2986317210394,98.2986317210394,0.0,0.0,0.0,461.9812090724825
602,2019-08-26,460.67065117871687,549.3463088567527,766.0513218676978,460.67065117871687,460.67065117871687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.45535301373516,198.45535301373516,198.45535301373516,0.0,0.0,0.0,99.97155181611043,99.97155181611043,99.97155181611043,98.48380119762473,98.48380119762473,98.48380119762473,0.0,0.0,0.0,659.126004192452
