,ds,yhat,yhat_lower,yhat_upper,y,cutoff
258,2019-10-10,1238.1157774186129,974.8958925630102,1516.934627783608,1747,2019-01-24
259,2019-10-11,1282.3028325400821,1003.9541344393087,1549.6546785769874,1738,2019-01-24
260,2019-10-12,930.4222676162984,661.0040879061492,1201.0341166241014,1324,2019-01-24
261,2019-10-13,808.3039692901035,534.2604625372501,1072.8485921057988,1168,2019-01-24
262,2019-10-14,1260.7329731616,985.2410233601096,1529.1907113316724,1832,2019-01-24
263,2019-10-15,1276.2131473871366,1006.7230273285596,1551.6731579710904,1736,2019-01-24
264,2019-10-16,1203.7123943733557,941.189852484219,1480.0649340205746,1904,2019-01-24
265,2019-10-17,1115.9252661233788,844.5259827726269,1380.3880522872425,1686,2019-01-24
266,2019-10-18,1139.189336827822,873.6588651427533,1401.4303913239792,1983,2019-01-24
267,2019-10-19,768.6070066310228,497.9041446912263,1024.5574705907418,1200,2019-01-24
268,2019-10-20,630.6183959929531,368.37169342608604,897.4550694112295,1368,2019-01-24
269,2019-10-21,1086.100655295621,822.189550030049,1355.1488676969318,2026,2019-01-24
270,2019-10-22,1077.4467096872374,807.6096796001178,1362.8826112956872,1980,2019-01-24
271,2019-10-23,1000.6352191249152,752.5169045234965,1300.1097592849596,1854,2019-01-24
272,2019-10-24,913.1420238937003,661.8460815733167,1187.1252884769158,1834,2019-01-24
273,2019-10-25,941.515781815141,657.4085476489807,1217.0576450376636,1799,2019-01-24
274,2019-10-26,580.9581582915469,307.4344945580806,858.8925058281001,1416,2019-01-24
275,2019-10-27,457.8916676165129,182.63922308754456,729.1020073205335,1323,2019-01-24
276,2019-10-28,933.0567730587198,665.3561264812764,1210.1896398156878,1865,2019-01-24
277,2019-10-29,948.5913624945977,676.0496344089784,1195.624508658633,2089,2019-01-24
278,2019-10-30,900.1044007717105,631.083468775459,1148.8132296070478,2182,2019-01-24
279,2019-10-31,844.5939735936494,582.6528147532653,1114.3039306645992,1964,2019-01-24
280,2019-11-01,908.032297557644,644.2975054270629,1188.120993785419,2243,2019-01-24
281,2019-11-02,584.9578527911128,296.78645035640744,856.527077526943,1972,2019-01-24
282,2019-11-03,501.05746353218785,235.78332683134434,761.7076814647216,1659,2019-01-24
283,2019-11-04,1016.2795993981362,755.9663461500728,1290.3862836647525,2777,2019-01-24
284,2019-11-05,1071.9316260464539,808.2987067573409,1353.1576657843434,2520,2019-01-24
285,2019-11-06,1062.7723749123647,790.7981151933963,1328.5409610166757,2349,2019-01-24
286,2019-11-07,1044.949782881199,736.4508034363312,1321.6055755736268,2558,2019-01-24
287,2019-11-08,1143.6056922487849,875.2774973111739,1414.2306612992904,2734,2019-01-24
288,2019-11-09,852.4874752965754,583.4380872417983,1130.9550860740394,2196,2019-01-24
289,2019-11-10,796.5488217476362,526.781819064053,1074.2683943727845,1768,2019-01-24
290,2019-11-11,1334.967203718468,1060.952218118514,1611.9268000056657,2856,2019-01-24
291,2019-11-12,1408.8233296803803,1133.9448173194385,1672.9723864649643,3573,2019-01-24
292,2019-11-13,1412.0744937206068,1145.928076274506,1670.470984775875,2638,2019-01-24
293,2019-11-14,1400.6363355213653,1124.9346385886065,1666.9166245734418,2396,2019-01-24
294,2019-11-15,1499.4297075003487,1235.5664766340049,1778.8491332214608,2639,2019-01-24
295,2019-11-16,1202.1111640816407,925.5058726616924,1480.3780217662338,2040,2019-01-24
296,2019-11-17,1133.6762485836257,844.4560699892256,1417.1137204434278,1755,2019-01-24
297,2019-11-18,1653.5896073468543,1394.0523022814245,1915.427588493192,2407,2019-01-24
298,2019-11-19,1702.8942377540684,1417.1954925708483,1984.4949046856136,2333,2019-01-24
299,2019-11-20,1676.3109387179668,1381.1324240963347,1951.2852968042107,2334,2019-01-24
300,2019-11-21,1630.1775422212468,1356.657993953215,1909.1640996210776,1986,2019-01-24
301,2019-11-22,1690.049977321284,1395.9253866990666,1953.5811849175807,2045,2019-01-24
302,2019-11-23,1350.3049262386312,1077.1282139885755,1616.4847378690263,1561,2019-01-24
303,2019-11-24,1236.726637791364,939.1507730074482,1497.4291351575407,1442,2019-01-24
304,2019-11-25,1709.6190542082386,1442.4206247372144,1989.616553561545,2057,2019-01-24
305,2019-11-26,1710.8960096523174,1438.536514102515,1988.899302091723,1930,2019-01-24
306,2019-11-27,1636.1610452487732,1362.7784397891917,1915.0003993290866,2219,2019-01-24
307,2019-11-28,958.492568691049,703.8210068148081,1238.2331990126256,2591,2019-01-24
308,2019-11-29,1556.6972676798478,1282.6828286551615,1829.157161994973,5107,2019-01-24
309,2019-11-30,1173.5508988501447,907.776166444113,1450.6426273466323,3440,2019-01-24
